x;y;z
oxford_population_tbd__oxford_weekly_icu_admissions_per_million_tbd;c3_OxCGRT_Policy_ContainmentHealthIndex_mean_of_ordinal;0.138773154511963
oxford_female_smokers_tbd__oxford_hosp_patients_per_million_tbd;c3_Google_ParksMobility_index;0.1386553997062
c3_MortalityRateUnder5International_numeric__oxford_tests_per_case_tbd;c3_Google_TransitStationsMobility_index;0.138620481765061
c3_LifeExpectancyInternational_numeric__oxford_new_deaths_tbd;c3_OxCGRT_Policy_EconomicSupportIndex_mean_of_ordinal;0.13857152990735
oxford_aged_70_older_tbd__oxford_icu_patients_tbd;c3_OxCGRT_Policy_ContainmentHealthIndex_mean_of_ordinal;0.138495524412061
oxford_male_smokers_tbd__oxford_hosp_patients_per_million_tbd;c3_Google_ParksMobility_index;0.138443374701948
c3_LifeExpectancyInternational_numeric__oxford_new_deaths_smoothed_per_million_tbd;c3_OxCGRT_Policy_EconomicSupportIndex_mean_of_ordinal;0.138401121978425
oxford_hospital_beds_per_thousand_tbd__oxford_hosp_patients_per_million_tbd;c3_Google_ParksMobility_index;0.138328820223089
oxford_aged_70_older_tbd__oxford_new_tests_smoothed_tbd;c3_Google_RetailMobility_index;0.138120507946307
c3_MortalityRateUnder5International_numeric__oxford_weekly_icu_admissions_tbd;c3_Apple_DrivingMobility_index;0.138087713312474
oxford_life_expectancy_tbd__oxford_hosp_patients_per_million_tbd;c3_Google_ParksMobility_index;0.138047592535171
oxford_diabetes_prevalence_tbd__oxford_hosp_patients_per_million_tbd;c3_Google_ParksMobility_index;0.137996065710122
oxford_hospital_beds_per_thousand_tbd__oxford_new_tests_smoothed_tbd;c3_Apple_DrivingMobility_index;0.137995566740636
c3_MortalityRateUnder5International_numeric__oxford_positive_rate_tbd;c3_Google_RetailMobility_index;0.137949443012356
c3_MortalityRateUnder5International_numeric__oxford_positive_rate_tbd;c3_Google_TransitStationsMobility_index;0.137928025020396
c3_MortalityRateUnder5International_numeric__oxford_total_tests_tbd;c3_OxCGRT_Policy_StringencyIndex_mean_of_ordinal;0.137927832685121
c3_LifeExpectancyInternational_numeric__oxford_new_tests_smoothed_per_thousand_tbd;c3_Google_RetailMobility_index;0.137835638370404
oxford_cardiovasc_death_rate_tbd__oxford_hosp_patients_per_million_tbd;c3_Google_ParksMobility_index;0.13782359035646
oxford_population_density_tbd__oxford_hosp_patients_per_million_tbd;c3_Google_ParksMobility_index;0.137765360110628
oxford_diabetes_prevalence_tbd__oxford_weekly_icu_admissions_per_million_tbd;c3_OxCGRT_Policy_ContainmentHealthIndex_mean_of_ordinal;0.137740922910272
c3_MortalityRateUnder5International_numeric__oxford_new_cases_smoothed_per_million_tbd;c3_Apple_TransitMobility_index;0.137733280375475
c3_MortalityRateUnder5International_numeric__oxford_total_tests_tbd;c3_Google_RetailMobility_index;0.137555927929212
oxford_median_age_tbd__oxford_positive_rate_tbd;c3_Apple_TransitMobility_index;0.13732600501312
c3_MortalityRateUnder5International_numeric__oxford_weekly_icu_admissions_per_million_tbd;c3_Apple_DrivingMobility_index;0.137323904713079
oxford_population_tbd__oxford_weekly_icu_admissions_per_million_tbd;c3_Apple_TransitMobility_index;0.137268165400692
oxford_median_age_tbd__oxford_new_tests_tbd;c3_OxCGRT_Policy_ContainmentHealthIndex_mean_of_ordinal;0.137236690712121
c3_MortalityRateUnder5International_numeric__oxford_new_tests_tbd;c3_OxCGRT_Policy_StringencyIndex_mean_of_ordinal;0.1370903384615
oxford_aged_70_older_tbd__oxford_total_tests_tbd;c3_OxCGRT_Policy_EconomicSupportIndex_mean_of_ordinal;0.136965841713763
oxford_extreme_poverty_tbd__oxford_new_tests_smoothed_per_thousand_tbd;c3_Google_ResidentialMobility_index;0.13662579223974
oxford_population_tbd__oxford_new_deaths_per_million_tbd;c3_Apple_TransitMobility_index;0.136617393140657
oxford_population_tbd__oxford_hosp_patients_per_million_tbd;c3_Google_ResidentialMobility_index;0.136605839867406
c3_MaleFemaletotal_InternationalCensus_integer__oxford_hosp_patients_per_million_tbd;c3_Google_ResidentialMobility_index;0.13656541202572
oxford_female_smokers_tbd__oxford_new_tests_smoothed_tbd;c3_Google_RetailMobility_index;0.136549104104936
c3_MaleFemaletotal_InternationalCensus_integer__oxford_weekly_icu_admissions_per_million_tbd;c3_Apple_TransitMobility_index;0.13649795411496
c3_MaleFemaletotal_InternationalCensus_integer__oxford_new_deaths_per_million_tbd;c3_Apple_TransitMobility_index;0.136485560731589
c3_LifeExpectancyInternational_numeric__oxford_new_cases_smoothed_tbd;c3_OxCGRT_Policy_EconomicSupportIndex_mean_of_ordinal;0.136461169992928
oxford_median_age_tbd__oxford_hosp_patients_per_million_tbd;c3_Apple_DrivingMobility_index;0.136439463841996
oxford_population_density_tbd__oxford_new_tests_smoothed_per_thousand_tbd;c3_OxCGRT_Policy_EconomicSupportIndex_mean_of_ordinal;0.136319792820162
oxford_aged_70_older_tbd__oxford_new_cases_smoothed_per_million_tbd;c3_OxCGRT_Policy_EconomicSupportIndex_mean_of_ordinal;0.136224937625041
oxford_life_expectancy_tbd__oxford_icu_patients_tbd;c3_OxCGRT_Policy_ContainmentHealthIndex_mean_of_ordinal;0.136171283351171
oxford_median_age_tbd__oxford_new_tests_smoothed_per_thousand_tbd;c3_Google_TransitStationsMobility_index;0.136084804168653
oxford_human_development_index_tbd__oxford_weekly_icu_admissions_tbd;c3_Google_ParksMobility_index;0.13590260850007
oxford_population_density_tbd__oxford_new_tests_tbd;c3_OxCGRT_Policy_EconomicSupportIndex_mean_of_ordinal;0.135881381936785
oxford_human_development_index_tbd__oxford_new_tests_smoothed_tbd;c3_Apple_DrivingMobility_index;0.135880896344799
oxford_life_expectancy_tbd__oxford_total_tests_per_thousand_tbd;c3_OxCGRT_Policy_EconomicSupportIndex_mean_of_ordinal;0.13571904687058
oxford_female_smokers_tbd__oxford_total_tests_per_thousand_tbd;c3_Apple_DrivingMobility_index;0.135690911367217
oxford_female_smokers_tbd__oxford_weekly_hosp_admissions_tbd;c3_Apple_TransitMobility_index;0.135535694954016
c3_LifeExpectancyInternational_numeric__oxford_hosp_patients_tbd;c3_Google_TransitStationsMobility_index;0.135391952565942
oxford_aged_65_older_tbd__oxford_new_cases_smoothed_per_million_tbd;c3_OxCGRT_Policy_EconomicSupportIndex_mean_of_ordinal;0.135376375832164
oxford_human_development_index_tbd__oxford_new_tests_smoothed_per_thousand_tbd;c3_Apple_DrivingMobility_index;0.135313588733112
oxford_population_density_tbd__oxford_weekly_icu_admissions_per_million_tbd;c3_Google_RetailMobility_index;0.135254668375599
c3_LifeExpectancyInternational_numeric__oxford_new_deaths_smoothed_tbd;c3_OxCGRT_Policy_EconomicSupportIndex_mean_of_ordinal;0.135153822072064
c3_LifeExpectancyInternational_numeric__oxford_hosp_patients_tbd;c3_OxCGRT_Policy_ContainmentHealthIndex_mean_of_ordinal;0.135070378347335
oxford_extreme_poverty_tbd__oxford_tests_per_case_tbd;c3_Google_ResidentialMobility_index;0.134937104474139
oxford_male_smokers_tbd__oxford_total_tests_per_thousand_tbd;c3_Google_WorkplacesMobility_index;0.134834483350156
oxford_extreme_poverty_tbd__oxford_total_tests_per_thousand_tbd;c3_OxCGRT_Policy_StringencyIndex_mean_of_ordinal;0.134794196904725
oxford_population_density_tbd__oxford_new_tests_smoothed_per_thousand_tbd;c3_Google_RetailMobility_index;0.134737036830163
c3_MortalityRateUnder5International_numeric__oxford_total_tests_per_thousand_tbd;c3_OxCGRT_Policy_StringencyIndex_mean_of_ordinal;0.134643902690855
oxford_gdp_per_capita_tbd__oxford_new_tests_smoothed_per_thousand_tbd;c3_Google_RetailMobility_index;0.134568881744084
oxford_female_smokers_tbd__oxford_weekly_icu_admissions_tbd;c3_Google_ParksMobility_index;0.134561297919774
oxford_gdp_per_capita_tbd__oxford_weekly_hosp_admissions_tbd;c3_Google_TransitStationsMobility_index;0.134518354232676
oxford_life_expectancy_tbd__oxford_new_tests_smoothed_per_thousand_tbd;c3_Google_RetailMobility_index;0.134507301530477
oxford_aged_65_older_tbd__oxford_weekly_hosp_admissions_tbd;c3_Google_WorkplacesMobility_index;0.134421166920431
oxford_diabetes_prevalence_tbd__oxford_weekly_icu_admissions_tbd;c3_Apple_TransitMobility_index;0.134329628909995
oxford_female_smokers_tbd__oxford_weekly_icu_admissions_tbd;c3_Apple_WalkingMobility_index;0.134300175017828
oxford_handwashing_facilities_tbd__oxford_total_deaths_per_million_tbd;c3_Google_RetailMobility_index;0.134294756466293
oxford_male_smokers_tbd__oxford_weekly_icu_admissions_tbd;c3_OxCGRT_Policy_StringencyIndex_mean_of_ordinal;0.134242752038625
c3_LifeExpectancyInternational_numeric__oxford_new_deaths_tbd;c3_Apple_TransitMobility_index;0.134093117728596
c3_MortalityRateUnder5International_numeric__oxford_new_cases_per_million_tbd;c3_Apple_TransitMobility_index;0.134055454001481
oxford_extreme_poverty_tbd__oxford_tests_per_case_tbd;c3_OxCGRT_Policy_StringencyIndex_mean_of_ordinal;0.133982507265583
oxford_handwashing_facilities_tbd__oxford_new_deaths_per_million_tbd;c3_Apple_TransitMobility_index;0.133975287601544
oxford_handwashing_facilities_tbd__oxford_new_deaths_tbd;c3_Apple_TransitMobility_index;0.133920931237059
oxford_human_development_index_tbd__oxford_hosp_patients_tbd;c3_OxCGRT_Policy_ContainmentHealthIndex_mean_of_ordinal;0.133875384217393
oxford_median_age_tbd__oxford_new_deaths_smoothed_per_million_tbd;c3_Apple_DrivingMobility_index;0.133860187823872
oxford_human_development_index_tbd__oxford_new_tests_smoothed_tbd;c3_Google_ResidentialMobility_index;0.133768428600191
oxford_male_smokers_tbd__oxford_weekly_icu_admissions_per_million_tbd;c3_Google_RetailMobility_index;0.133728128134463
c3_MortalityRateUnder5International_numeric__oxford_new_tests_tbd;c3_Apple_DrivingMobility_index;0.133670690143479
oxford_population_density_tbd__oxford_weekly_icu_admissions_tbd;c3_OxCGRT_Policy_StringencyIndex_mean_of_ordinal;0.133597662760195
oxford_aged_65_older_tbd__oxford_new_tests_smoothed_tbd;c3_Google_RetailMobility_index;0.133530609856211
c3_MortalityRateUnder5International_numeric__oxford_total_tests_tbd;c3_Apple_DrivingMobility_index;0.133492925189503
oxford_male_smokers_tbd__oxford_weekly_icu_admissions_tbd;c3_Apple_TransitMobility_index;0.133469328813805
oxford_human_development_index_tbd__oxford_new_tests_tbd;c3_OxCGRT_Policy_StringencyIndex_mean_of_ordinal;0.133375760406181
c3_MortalityRateUnder5International_numeric__oxford_new_cases_smoothed_per_million_tbd;c3_OxCGRT_Policy_EconomicSupportIndex_mean_of_ordinal;0.133366641374118
oxford_handwashing_facilities_tbd__oxford_new_cases_tbd;c3_Apple_TransitMobility_index;0.133091129718179
oxford_human_development_index_tbd__cep_repronum_se_numeric;c3_Google_ParksMobility_index;0.133058367510122
oxford_life_expectancy_tbd__oxford_weekly_icu_admissions_per_million_tbd;c3_Google_ResidentialMobility_index;0.132986384595266
oxford_aged_70_older_tbd__oxford_new_tests_smoothed_tbd;c3_OxCGRT_Policy_StringencyIndex_mean_of_ordinal;0.132975637292882
oxford_handwashing_facilities_tbd__oxford_new_cases_per_million_tbd;c3_Apple_TransitMobility_index;0.132936364516769
oxford_extreme_poverty_tbd__oxford_hosp_patients_per_million_tbd;c3_Apple_DrivingMobility_index;0.132817426590938
c3_MortalityRateUnder5International_numeric__oxford_weekly_icu_admissions_tbd;c3_Google_ParksMobility_index;0.132764955518817
oxford_female_smokers_tbd__oxford_weekly_icu_admissions_per_million_tbd;c3_Google_RetailMobility_index;0.132377298954196
oxford_gdp_per_capita_tbd__oxford_hosp_patients_tbd;c3_OxCGRT_Policy_GovernmentResponseIndex_mean_of_ordinal;0.132367139018025
oxford_cardiovasc_death_rate_tbd__oxford_weekly_icu_admissions_tbd;c3_OxCGRT_Policy_GovernmentResponseIndex_mean_of_ordinal;0.132356502434226
oxford_human_development_index_tbd__oxford_new_tests_smoothed_tbd;c3_Google_GroceryMobility_index;0.132303377980605
oxford_hospital_beds_per_thousand_tbd__oxford_weekly_icu_admissions_per_million_tbd;c3_Google_RetailMobility_index;0.13225334844355
oxford_median_age_tbd__oxford_new_tests_smoothed_per_thousand_tbd;c3_OxCGRT_Policy_StringencyIndex_mean_of_ordinal;0.132121567751112
oxford_hospital_beds_per_thousand_tbd__oxford_reproduction_rate_tbd;c3_Google_ResidentialMobility_index;0.131926830249984
oxford_human_development_index_tbd__oxford_total_tests_per_thousand_tbd;c3_OxCGRT_Policy_StringencyIndex_mean_of_ordinal;0.131900163164941
oxford_hospital_beds_per_thousand_tbd__oxford_new_tests_tbd;c3_OxCGRT_Policy_ContainmentHealthIndex_mean_of_ordinal;0.131893877124086
oxford_hospital_beds_per_thousand_tbd__oxford_icu_patients_tbd;c3_Google_ParksMobility_index;0.131782775406983
oxford_cardiovasc_death_rate_tbd__oxford_weekly_icu_admissions_tbd;c3_Google_ParksMobility_index;0.131719689673055
c3_MortalityRateUnder5International_numeric__oxford_new_cases_tbd;c3_Apple_TransitMobility_index;0.13169738843297
oxford_human_development_index_tbd__oxford_weekly_icu_admissions_tbd;c3_Apple_DrivingMobility_index;0.131643409063826
c3_MortalityRateUnder5International_numeric__oxford_new_cases_smoothed_tbd;c3_Apple_TransitMobility_index;0.13162811124673
oxford_life_expectancy_tbd__oxford_total_tests_per_thousand_tbd;c3_Apple_DrivingMobility_index;0.13152805610049
oxford_gdp_per_capita_tbd__oxford_new_deaths_per_million_tbd;c3_Apple_TransitMobility_index;0.131427167906426
oxford_female_smokers_tbd__oxford_new_tests_smoothed_per_thousand_tbd;c3_Google_TransitStationsMobility_index;0.13141826578051
c3_MaleFemaletotal_InternationalCensus_integer__oxford_weekly_icu_admissions_per_million_tbd;c3_Google_RetailMobility_index;0.1312759489978
oxford_population_tbd__oxford_weekly_icu_admissions_per_million_tbd;c3_Google_RetailMobility_index;0.131247933368762
c3_MortalityRateUnder5International_numeric__cep_repronum_numeric;c3_OxCGRT_Policy_EconomicSupportIndex_mean_of_ordinal;0.131115049013491
oxford_female_smokers_tbd__oxford_tests_per_case_tbd;c3_OxCGRT_Policy_ContainmentHealthIndex_mean_of_ordinal;0.131105471591976
oxford_life_expectancy_tbd__oxford_new_deaths_smoothed_tbd;c3_Apple_TransitMobility_index;0.131069452850694
oxford_aged_70_older_tbd__oxford_new_cases_per_million_tbd;c3_OxCGRT_Policy_EconomicSupportIndex_mean_of_ordinal;0.130808995675368
oxford_human_development_index_tbd__oxford_weekly_hosp_admissions_per_million_tbd;c3_Google_ResidentialMobility_index;0.130804603352589
oxford_median_age_tbd__oxford_reproduction_rate_tbd;c3_Apple_DrivingMobility_index;0.13073866475117
oxford_handwashing_facilities_tbd__oxford_reproduction_rate_tbd;c3_Google_GroceryMobility_index;0.130735619536082
c3_MortalityRateUnder5International_numeric__cep_repronum_se_numeric;c3_OxCGRT_Policy_EconomicSupportIndex_mean_of_ordinal;0.130712661048982
oxford_hospital_beds_per_thousand_tbd__oxford_total_tests_tbd;c3_Google_GroceryMobility_index;0.130687281868468
c3_MortalityRateUnder5International_numeric__oxford_new_cases_per_million_tbd;c3_OxCGRT_Policy_EconomicSupportIndex_mean_of_ordinal;0.130574872128916
oxford_human_development_index_tbd__oxford_tests_per_case_tbd;c3_Google_RetailMobility_index;0.130532355828296
oxford_human_development_index_tbd__oxford_tests_per_case_tbd;c3_Google_GroceryMobility_index;0.130203569628603
oxford_human_development_index_tbd__oxford_tests_per_case_tbd;c3_OxCGRT_Policy_ContainmentHealthIndex_mean_of_ordinal;0.130179994497428
oxford_human_development_index_tbd__oxford_new_tests_tbd;c3_Google_RetailMobility_index;0.130117088659949
oxford_hospital_beds_per_thousand_tbd__cep_repronum_numeric;c3_OxCGRT_Policy_StringencyIndex_mean_of_ordinal;0.130108062902416
oxford_gdp_per_capita_tbd__oxford_hosp_patients_tbd;c3_OxCGRT_Policy_ContainmentHealthIndex_mean_of_ordinal;0.130019970834896
oxford_aged_65_older_tbd__oxford_new_cases_per_million_tbd;c3_OxCGRT_Policy_EconomicSupportIndex_mean_of_ordinal;0.129981209598088
c3_MortalityRateUnder5International_numeric__oxford_hosp_patients_tbd;c3_Apple_WalkingMobility_index;0.129894295168459
oxford_human_development_index_tbd__oxford_hosp_patients_tbd;c3_Google_ResidentialMobility_index;0.129872866193389
oxford_population_density_tbd__oxford_weekly_icu_admissions_tbd;c3_OxCGRT_Policy_ContainmentHealthIndex_mean_of_ordinal;0.129809342972579
oxford_aged_65_older_tbd__oxford_new_tests_smoothed_tbd;c3_OxCGRT_Policy_StringencyIndex_mean_of_ordinal;0.129805987518342
oxford_population_tbd__oxford_weekly_icu_admissions_tbd;c3_Apple_TransitMobility_index;0.129642914821742
c3_MortalityRateUnder5International_numeric__cep_JHU_ConfirmedCases_change_integer;c3_Apple_TransitMobility_index;0.129506612250017
oxford_gdp_per_capita_tbd__oxford_weekly_hosp_admissions_per_million_tbd;c3_Google_TransitStationsMobility_index;0.12946441582993
oxford_handwashing_facilities_tbd__c3_JHU_ConfirmedCases_integer;c3_Apple_TransitMobility_index;0.129333502320165
oxford_median_age_tbd__oxford_new_cases_smoothed_per_million_tbd;c3_OxCGRT_Policy_EconomicSupportIndex_mean_of_ordinal;0.12932423535776
oxford_life_expectancy_tbd__oxford_weekly_hosp_admissions_tbd;c3_Apple_TransitMobility_index;0.129211825365146
oxford_handwashing_facilities_tbd__oxford_reproduction_rate_tbd;c3_Google_ResidentialMobility_index;0.12911936082811
oxford_aged_65_older_tbd__cep_repronum_numeric;c3_OxCGRT_Policy_StringencyIndex_mean_of_ordinal;0.12910853871475
oxford_extreme_poverty_tbd__oxford_hosp_patients_tbd;c3_Apple_TransitMobility_index;0.129079254657403
c3_MortalityRateUnder5International_numeric__oxford_total_cases_tbd;c3_OxCGRT_Policy_EconomicSupportIndex_mean_of_ordinal;0.129058985816087
oxford_hospital_beds_per_thousand_tbd__oxford_total_deaths_per_million_tbd;c3_Google_ParksMobility_index;0.129053543523384
c3_LifeExpectancyInternational_numeric__oxford_total_tests_tbd;c3_Google_ResidentialMobility_index;0.129051819123414
oxford_female_smokers_tbd__oxford_positive_rate_tbd;c3_Apple_DrivingMobility_index;0.129030894111175
oxford_life_expectancy_tbd__oxford_weekly_hosp_admissions_per_million_tbd;c3_Google_ResidentialMobility_index;0.129010433034573
oxford_handwashing_facilities_tbd__oxford_new_tests_smoothed_per_thousand_tbd;c3_Apple_DrivingMobility_index;0.12900902120038
oxford_median_age_tbd__oxford_positive_rate_tbd;c3_Google_TransitStationsMobility_index;0.128958295195314
c3_MaleFemaletotal_InternationalCensus_integer__oxford_weekly_icu_admissions_tbd;c3_Apple_TransitMobility_index;0.128952165977496
oxford_human_development_index_tbd__oxford_tests_per_case_tbd;c3_OxCGRT_Policy_EconomicSupportIndex_mean_of_ordinal;0.128946812674639
oxford_aged_70_older_tbd__oxford_new_tests_tbd;c3_OxCGRT_Policy_EconomicSupportIndex_mean_of_ordinal;0.128893105720122
oxford_median_age_tbd__oxford_new_tests_smoothed_tbd;c3_Apple_TransitMobility_index;0.128874098066499
oxford_aged_70_older_tbd__cep_repronum_numeric;c3_OxCGRT_Policy_StringencyIndex_mean_of_ordinal;0.128751721293656
oxford_handwashing_facilities_tbd__oxford_total_deaths_tbd;c3_Google_TransitStationsMobility_index;0.128702076537561
oxford_median_age_tbd__oxford_hosp_patients_tbd;c3_Google_ResidentialMobility_index;0.128695994494497
oxford_human_development_index_tbd__oxford_total_tests_tbd;c3_OxCGRT_Policy_StringencyIndex_mean_of_ordinal;0.12868834541998
oxford_male_smokers_tbd__oxford_hosp_patients_per_million_tbd;c3_Apple_DrivingMobility_index;0.128675152846495
oxford_gdp_per_capita_tbd__oxford_new_tests_smoothed_tbd;c3_Google_ParksMobility_index;0.128612325415901
oxford_male_smokers_tbd__oxford_weekly_icu_admissions_tbd;c3_OxCGRT_Policy_ContainmentHealthIndex_mean_of_ordinal;0.128543409840785
oxford_gdp_per_capita_tbd__oxford_weekly_icu_admissions_per_million_tbd;c3_OxCGRT_Policy_StringencyIndex_mean_of_ordinal;0.128522226075491
c3_MaleFemaletotal_InternationalCensus_integer__oxford_weekly_icu_admissions_per_million_tbd;c3_OxCGRT_Policy_StringencyIndex_mean_of_ordinal;0.128502914168691
oxford_hospital_beds_per_thousand_tbd__oxford_weekly_icu_admissions_tbd;c3_Apple_TransitMobility_index;0.128370827015897
c3_LifeExpectancyInternational_numeric__oxford_icu_patients_tbd;c3_Google_ResidentialMobility_index;0.1283485304101
oxford_population_tbd__oxford_weekly_icu_admissions_tbd;c3_Google_ParksMobility_index;0.128223169663217
oxford_hospital_beds_per_thousand_tbd__oxford_new_tests_smoothed_tbd;c3_Google_TransitStationsMobility_index;0.128217644764552
c3_MaleFemaletotal_InternationalCensus_integer__oxford_weekly_icu_admissions_tbd;c3_Google_ParksMobility_index;0.128202605199934
oxford_handwashing_facilities_tbd__oxford_reproduction_rate_tbd;c3_Google_ParksMobility_index;0.128173802425928
oxford_extreme_poverty_tbd__oxford_total_tests_tbd;c3_Google_GroceryMobility_index;0.128131671177112
oxford_median_age_tbd__oxford_new_deaths_per_million_tbd;c3_Apple_DrivingMobility_index;0.128113807252164
oxford_human_development_index_tbd__oxford_positive_rate_tbd;c3_Google_GroceryMobility_index;0.128081692669708
oxford_hospital_beds_per_thousand_tbd__oxford_reproduction_rate_tbd;c3_Google_ParksMobility_index;0.12807303042084
oxford_population_tbd__oxford_weekly_icu_admissions_per_million_tbd;c3_OxCGRT_Policy_StringencyIndex_mean_of_ordinal;0.128005680284813
oxford_handwashing_facilities_tbd__oxford_total_deaths_per_million_tbd;c3_Google_TransitStationsMobility_index;0.128001852569993
oxford_cardiovasc_death_rate_tbd__oxford_new_tests_smoothed_per_thousand_tbd;c3_OxCGRT_Policy_EconomicSupportIndex_mean_of_ordinal;0.127906681836358
c3_LifeExpectancyInternational_numeric__oxford_weekly_icu_admissions_tbd;c3_Google_ParksMobility_index;0.127839727348382
oxford_male_smokers_tbd__oxford_icu_patients_tbd;c3_Apple_TransitMobility_index;0.127804493551503
oxford_handwashing_facilities_tbd__c3_JHU_ConfirmedDeaths_integer;c3_Apple_TransitMobility_index;0.127802233626414
oxford_hospital_beds_per_thousand_tbd__oxford_weekly_icu_admissions_tbd;c3_Google_ParksMobility_index;0.127791556235168
oxford_cardiovasc_death_rate_tbd__oxford_hosp_patients_tbd;c3_Google_TransitStationsMobility_index;0.127768473388745
oxford_hospital_beds_per_thousand_tbd__cep_repronum_se_numeric;c3_OxCGRT_Policy_ContainmentHealthIndex_mean_of_ordinal;0.127759260731918
oxford_median_age_tbd__oxford_new_cases_per_million_tbd;c3_OxCGRT_Policy_EconomicSupportIndex_mean_of_ordinal;0.127725353019569
oxford_handwashing_facilities_tbd__oxford_total_deaths_tbd;c3_Google_WorkplacesMobility_index;0.127606310074048
c3_MortalityRateUnder5International_numeric__oxford_total_cases_tbd;c3_Apple_TransitMobility_index;0.127523914146894
oxford_population_density_tbd__oxford_weekly_icu_admissions_tbd;c3_Google_ParksMobility_index;0.127329893850567
oxford_life_expectancy_tbd__oxford_weekly_icu_admissions_tbd;c3_Google_ParksMobility_index;0.127306857178156
oxford_cardiovasc_death_rate_tbd__oxford_new_tests_smoothed_per_thousand_tbd;c3_Google_ParksMobility_index;0.12730339377033
c3_MortalityRateUnder5International_numeric__oxford_total_cases_per_million_tbd;c3_Apple_TransitMobility_index;0.127253735062829
c3_MortalityRateUnder5International_numeric__oxford_total_cases_per_million_tbd;c3_Apple_TransitMobility_index;0.127253735062829
oxford_extreme_poverty_tbd__oxford_new_tests_tbd;c3_Google_ParksMobility_index;0.127234235230972
c3_MortalityRateUnder5International_numeric__oxford_total_tests_tbd;c3_Google_TransitStationsMobility_index;0.127195463384392
oxford_handwashing_facilities_tbd__oxford_total_deaths_per_million_tbd;c3_OxCGRT_Policy_GovernmentResponseIndex_mean_of_ordinal;0.127104291423254
oxford_handwashing_facilities_tbd__oxford_total_deaths_tbd;c3_OxCGRT_Policy_GovernmentResponseIndex_mean_of_ordinal;0.127071879110577
oxford_life_expectancy_tbd__oxford_total_tests_tbd;c3_OxCGRT_Policy_EconomicSupportIndex_mean_of_ordinal;0.126947284949425
oxford_handwashing_facilities_tbd__oxford_total_deaths_tbd;c3_Google_RetailMobility_index;0.126926183347877
oxford_male_smokers_tbd__oxford_weekly_icu_admissions_tbd;c3_Google_ParksMobility_index;0.126905447273371
oxford_female_smokers_tbd__oxford_new_deaths_smoothed_tbd;c3_Apple_TransitMobility_index;0.126865168589368
oxford_human_development_index_tbd__oxford_weekly_icu_admissions_tbd;c3_OxCGRT_Policy_StringencyIndex_mean_of_ordinal;0.126849292730047
oxford_diabetes_prevalence_tbd__oxford_weekly_icu_admissions_tbd;c3_Google_ParksMobility_index;0.126837113427556
oxford_cardiovasc_death_rate_tbd__oxford_weekly_hosp_admissions_tbd;c3_Apple_TransitMobility_index;0.126807762122148
oxford_extreme_poverty_tbd__oxford_hosp_patients_per_million_tbd;c3_Google_GroceryMobility_index;0.12676759126252
oxford_gdp_per_capita_tbd__oxford_new_tests_smoothed_per_thousand_tbd;c3_Google_ParksMobility_index;0.126753260020912
oxford_life_expectancy_tbd__oxford_hosp_patients_tbd;c3_OxCGRT_Policy_ContainmentHealthIndex_mean_of_ordinal;0.126727144781211
oxford_handwashing_facilities_tbd__oxford_total_deaths_per_million_tbd;c3_Google_WorkplacesMobility_index;0.126701475312617
oxford_male_smokers_tbd__oxford_weekly_hosp_admissions_per_million_tbd;c3_Apple_TransitMobility_index;0.126588606405015
c3_MortalityRateUnder5International_numeric__c3_JHU_ConfirmedDeaths_integer;c3_Apple_TransitMobility_index;0.126501592537291
oxford_male_smokers_tbd__oxford_weekly_hosp_admissions_tbd;c3_Google_WorkplacesMobility_index;0.126495661284006
oxford_life_expectancy_tbd__oxford_new_deaths_tbd;c3_Apple_TransitMobility_index;0.126490196965184
oxford_cardiovasc_death_rate_tbd__oxford_hosp_patients_tbd;c3_OxCGRT_Policy_GovernmentResponseIndex_mean_of_ordinal;0.126463143479011
oxford_extreme_poverty_tbd__oxford_total_cases_per_million_tbd;c3_OxCGRT_Policy_EconomicSupportIndex_mean_of_ordinal;0.126322278970574
oxford_extreme_poverty_tbd__oxford_total_cases_per_million_tbd;c3_OxCGRT_Policy_EconomicSupportIndex_mean_of_ordinal;0.126322278970574
c3_LifeExpectancyInternational_numeric__oxford_hosp_patients_tbd;c3_OxCGRT_Policy_GovernmentResponseIndex_mean_of_ordinal;0.126296587921683
oxford_diabetes_prevalence_tbd__oxford_weekly_icu_admissions_tbd;c3_OxCGRT_Policy_GovernmentResponseIndex_mean_of_ordinal;0.126295128874244
oxford_gdp_per_capita_tbd__oxford_weekly_icu_admissions_tbd;c3_Apple_WalkingMobility_index;0.126269265239872
oxford_hospital_beds_per_thousand_tbd__oxford_weekly_icu_admissions_tbd;c3_OxCGRT_Policy_StringencyIndex_mean_of_ordinal;0.126157390846159
oxford_hospital_beds_per_thousand_tbd__cep_repronum_se_numeric;c3_Google_ParksMobility_index;0.126083547686364
c3_MortalityRateUnder5International_numeric__cep_JHU_ConfirmedDeaths_change_integer;c3_Apple_TransitMobility_index;0.125893025418574
c3_LifeExpectancyInternational_numeric__oxford_weekly_hosp_admissions_tbd;c3_Apple_TransitMobility_index;0.12588947021503
oxford_handwashing_facilities_tbd__oxford_total_cases_tbd;c3_Apple_DrivingMobility_index;0.125806037501436
oxford_population_tbd__oxford_new_tests_smoothed_per_thousand_tbd;c3_Google_ParksMobility_index;0.125768870891513
oxford_male_smokers_tbd__oxford_hosp_patients_tbd;c3_OxCGRT_Policy_ContainmentHealthIndex_mean_of_ordinal;0.125627051541026
